sample	strainID	genus	species	count
HPanc4-d29	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc4-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPanc4-d29	HAMBI-1923	Myroides	odoratus	2
HPanc4-d29	HAMBI-1972	Aeromonas	caviae	430
HPanc4-d29	HAMBI-1977	Pseudomonas	chlororaphis	56580
HPanc4-d29	HAMBI-1988	Chitinophaga	sancti	0
HPanc4-d29	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc4-d29	HAMBI-2160	Bordetella	avium	0
HPanc4-d29	HAMBI-2164	Cupriavidus	necator	0
HPanc4-d29	HAMBI-2443	Paracoccus	denitrificans	0
HPanc4-d29	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc4-d29	HAMBI-2659	Stenotrophomonas	maltophilia	85
HPanc4-d29	HAMBI-2792	Moraxella	canis	0
HPanc4-d29	HAMBI-3031	Niabella	yanshanensis	0
HPanc4-d29	HAMBI-3237	Microvirga	lotononidis	0
HPanc4-d45	HAMBI-0006	Pseudomonas	putida	0
HPanc4-d45	HAMBI-0097	Acinetobacter	lwoffii	1
HPanc4-d45	HAMBI-0105	Agrobacterium	tumefaciens	0
HPanc4-d45	HAMBI-0262	Brevundimonas	bullata	0
HPanc4-d45	HAMBI-0403	Comamonas	testosteroni	2218
HPanc4-d45	HAMBI-1279	Hafnia	alvei	0
HPanc4-d45	HAMBI-1287	Citrobacter	koseri	1374
HPanc4-d45	HAMBI-1292	Morganella	morganii	12498
HPanc4-d45	HAMBI-1299	Kluyvera	intermedia	0
HPanc4-d45	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc4-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPanc4-d45	HAMBI-1923	Myroides	odoratus	686
HPanc4-d45	HAMBI-1972	Aeromonas	caviae	13
HPanc4-d45	HAMBI-1977	Pseudomonas	chlororaphis	5104
HPanc4-d45	HAMBI-1988	Chitinophaga	sancti	0
HPanc4-d45	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc4-d45	HAMBI-2160	Bordetella	avium	0
HPanc4-d45	HAMBI-2164	Cupriavidus	necator	0
HPanc4-d45	HAMBI-2443	Paracoccus	denitrificans	0
HPanc4-d45	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc4-d45	HAMBI-2659	Stenotrophomonas	maltophilia	8584
HPanc4-d45	HAMBI-2792	Moraxella	canis	0
HPanc4-d45	HAMBI-3031	Niabella	yanshanensis	0
HPanc4-d45	HAMBI-3237	Microvirga	lotononidis	0
HPanc4-d5	HAMBI-0006	Pseudomonas	putida	3731
HPanc4-d5	HAMBI-0097	Acinetobacter	lwoffii	0
HPanc4-d5	HAMBI-0105	Agrobacterium	tumefaciens	6689
HPanc4-d5	HAMBI-0262	Brevundimonas	bullata	0
HPanc4-d5	HAMBI-0403	Comamonas	testosteroni	2879
HPanc4-d5	HAMBI-1279	Hafnia	alvei	1763
HPanc4-d5	HAMBI-1287	Citrobacter	koseri	3204
HPanc4-d5	HAMBI-1292	Morganella	morganii	1497
HPanc4-d5	HAMBI-1299	Kluyvera	intermedia	360
HPanc4-d5	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc4-d5	HAMBI-1896	Sphingobacterium	spiritivorum	2722
HPanc4-d5	HAMBI-1923	Myroides	odoratus	8907
HPanc4-d5	HAMBI-1972	Aeromonas	caviae	86
HPanc4-d5	HAMBI-1977	Pseudomonas	chlororaphis	11723
HPanc4-d5	HAMBI-1988	Chitinophaga	sancti	0
HPanc4-d5	HAMBI-2159	Paraburkholderia	caryophylli	32
HPanc4-d5	HAMBI-2160	Bordetella	avium	13
HPanc4-d5	HAMBI-2164	Cupriavidus	necator	0
HPanc4-d5	HAMBI-2443	Paracoccus	denitrificans	0
HPanc4-d5	HAMBI-2494	Paraburkholderia	kururiensis	15
HPanc4-d5	HAMBI-2659	Stenotrophomonas	maltophilia	14471
HPanc4-d5	HAMBI-2792	Moraxella	canis	0
HPanc4-d5	HAMBI-3031	Niabella	yanshanensis	0
HPanc4-d5	HAMBI-3237	Microvirga	lotononidis	0
HPanc4-d61	HAMBI-0006	Pseudomonas	putida	0
HPanc4-d61	HAMBI-0097	Acinetobacter	lwoffii	0
HPanc4-d61	HAMBI-0105	Agrobacterium	tumefaciens	0
HPanc4-d61	HAMBI-0262	Brevundimonas	bullata	0
HPanc4-d61	HAMBI-0403	Comamonas	testosteroni	325
HPanc4-d61	HAMBI-1279	Hafnia	alvei	0
HPanc4-d61	HAMBI-1287	Citrobacter	koseri	6398
HPanc4-d61	HAMBI-1292	Morganella	morganii	106206
HPanc4-d61	HAMBI-1299	Kluyvera	intermedia	0
HPanc4-d61	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc4-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPanc4-d61	HAMBI-1923	Myroides	odoratus	4062
HPanc4-d61	HAMBI-1972	Aeromonas	caviae	9072
HPanc4-d61	HAMBI-1977	Pseudomonas	chlororaphis	38898
HPanc4-d61	HAMBI-1988	Chitinophaga	sancti	0
HPanc4-d61	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc4-d61	HAMBI-2160	Bordetella	avium	0
HPanc4-d61	HAMBI-2164	Cupriavidus	necator	0
HPanc4-d61	HAMBI-2443	Paracoccus	denitrificans	0
HPanc4-d61	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc4-d61	HAMBI-2659	Stenotrophomonas	maltophilia	24979
HPanc4-d61	HAMBI-2792	Moraxella	canis	0
HPanc4-d61	HAMBI-3031	Niabella	yanshanensis	0
HPanc4-d61	HAMBI-3237	Microvirga	lotononidis	0
HPanc4-d9	HAMBI-0006	Pseudomonas	putida	12
HPanc4-d9	HAMBI-0097	Acinetobacter	lwoffii	0
HPanc4-d9	HAMBI-0105	Agrobacterium	tumefaciens	291
HPanc4-d9	HAMBI-0262	Brevundimonas	bullata	0
HPanc4-d9	HAMBI-0403	Comamonas	testosteroni	324
HPanc4-d9	HAMBI-1279	Hafnia	alvei	446
HPanc4-d9	HAMBI-1287	Citrobacter	koseri	496
HPanc4-d9	HAMBI-1292	Morganella	morganii	2540
HPanc4-d9	HAMBI-1299	Kluyvera	intermedia	9
HPanc4-d9	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc4-d9	HAMBI-1896	Sphingobacterium	spiritivorum	20
HPanc4-d9	HAMBI-1923	Myroides	odoratus	761
HPanc4-d9	HAMBI-1972	Aeromonas	caviae	45
HPanc4-d9	HAMBI-1977	Pseudomonas	chlororaphis	2150
HPanc4-d9	HAMBI-1988	Chitinophaga	sancti	0
HPanc4-d9	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc4-d9	HAMBI-2160	Bordetella	avium	0
HPanc4-d9	HAMBI-2164	Cupriavidus	necator	0
HPanc4-d9	HAMBI-2443	Paracoccus	denitrificans	0
HPanc4-d9	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc4-d9	HAMBI-2659	Stenotrophomonas	maltophilia	1452
HPanc4-d9	HAMBI-2792	Moraxella	canis	0
HPanc4-d9	HAMBI-3031	Niabella	yanshanensis	0
HPanc4-d9	HAMBI-3237	Microvirga	lotononidis	0
HPanc5-d13	HAMBI-0006	Pseudomonas	putida	14
HPanc5-d13	HAMBI-0097	Acinetobacter	lwoffii	1
HPanc5-d13	HAMBI-0105	Agrobacterium	tumefaciens	101
HPanc5-d13	HAMBI-0262	Brevundimonas	bullata	0
HPanc5-d13	HAMBI-0403	Comamonas	testosteroni	527
HPanc5-d13	HAMBI-1279	Hafnia	alvei	170
HPanc5-d13	HAMBI-1287	Citrobacter	koseri	647
HPanc5-d13	HAMBI-1292	Morganella	morganii	10862
HPanc5-d13	HAMBI-1299	Kluyvera	intermedia	2
HPanc5-d13	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc5-d13	HAMBI-1896	Sphingobacterium	spiritivorum	7
HPanc5-d13	HAMBI-1923	Myroides	odoratus	1793
HPanc5-d13	HAMBI-1972	Aeromonas	caviae	180
HPanc5-d13	HAMBI-1977	Pseudomonas	chlororaphis	4879
HPanc5-d13	HAMBI-1988	Chitinophaga	sancti	0
HPanc5-d13	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc5-d13	HAMBI-2160	Bordetella	avium	0
HPanc5-d13	HAMBI-2164	Cupriavidus	necator	0
HPanc5-d13	HAMBI-2443	Paracoccus	denitrificans	0
HPanc5-d13	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc5-d13	HAMBI-2659	Stenotrophomonas	maltophilia	8170
HPanc5-d13	HAMBI-2792	Moraxella	canis	0
HPanc5-d13	HAMBI-3031	Niabella	yanshanensis	0
HPanc5-d13	HAMBI-3237	Microvirga	lotononidis	0
HPanc5-d17	HAMBI-0006	Pseudomonas	putida	0
HPanc5-d17	HAMBI-0097	Acinetobacter	lwoffii	0
HPanc5-d17	HAMBI-0105	Agrobacterium	tumefaciens	0
HPanc5-d17	HAMBI-0262	Brevundimonas	bullata	0
HPanc5-d17	HAMBI-0403	Comamonas	testosteroni	0
HPanc5-d17	HAMBI-1279	Hafnia	alvei	0
HPanc5-d17	HAMBI-1287	Citrobacter	koseri	1
HPanc5-d17	HAMBI-1292	Morganella	morganii	10587
HPanc5-d17	HAMBI-1299	Kluyvera	intermedia	0
HPanc5-d17	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc5-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPanc5-d17	HAMBI-1923	Myroides	odoratus	3
HPanc5-d17	HAMBI-1972	Aeromonas	caviae	11
HPanc5-d17	HAMBI-1977	Pseudomonas	chlororaphis	99828
HPanc5-d17	HAMBI-1988	Chitinophaga	sancti	0
HPanc5-d17	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc5-d17	HAMBI-2160	Bordetella	avium	0
HPanc5-d17	HAMBI-2164	Cupriavidus	necator	0
HPanc5-d17	HAMBI-2443	Paracoccus	denitrificans	0
HPanc5-d17	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc5-d17	HAMBI-2659	Stenotrophomonas	maltophilia	32
HPanc5-d17	HAMBI-2792	Moraxella	canis	0
HPanc5-d17	HAMBI-3031	Niabella	yanshanensis	0
HPanc5-d17	HAMBI-3237	Microvirga	lotononidis	0
HPanc5-d21	HAMBI-0006	Pseudomonas	putida	0
HPanc5-d21	HAMBI-0097	Acinetobacter	lwoffii	0
HPanc5-d21	HAMBI-0105	Agrobacterium	tumefaciens	0
HPanc5-d21	HAMBI-0262	Brevundimonas	bullata	0
HPanc5-d21	HAMBI-0403	Comamonas	testosteroni	2
HPanc5-d21	HAMBI-1279	Hafnia	alvei	0
HPanc5-d21	HAMBI-1287	Citrobacter	koseri	0
HPanc5-d21	HAMBI-1292	Morganella	morganii	15064
HPanc5-d21	HAMBI-1299	Kluyvera	intermedia	0
HPanc5-d21	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc5-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPanc5-d21	HAMBI-1923	Myroides	odoratus	2
HPanc5-d21	HAMBI-1972	Aeromonas	caviae	3
HPanc5-d21	HAMBI-1977	Pseudomonas	chlororaphis	33895
HPanc5-d21	HAMBI-1988	Chitinophaga	sancti	0
HPanc5-d21	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc5-d21	HAMBI-2160	Bordetella	avium	0
HPanc5-d21	HAMBI-2164	Cupriavidus	necator	0
HPanc5-d21	HAMBI-2443	Paracoccus	denitrificans	0
HPanc5-d21	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc5-d21	HAMBI-2659	Stenotrophomonas	maltophilia	22
HPanc5-d21	HAMBI-2792	Moraxella	canis	0
HPanc5-d21	HAMBI-3031	Niabella	yanshanensis	0
HPanc5-d21	HAMBI-3237	Microvirga	lotononidis	0
HPanc5-d29	HAMBI-0006	Pseudomonas	putida	1
HPanc5-d29	HAMBI-0097	Acinetobacter	lwoffii	0
HPanc5-d29	HAMBI-0105	Agrobacterium	tumefaciens	0
HPanc5-d29	HAMBI-0262	Brevundimonas	bullata	0
HPanc5-d29	HAMBI-0403	Comamonas	testosteroni	0
HPanc5-d29	HAMBI-1279	Hafnia	alvei	0
HPanc5-d29	HAMBI-1287	Citrobacter	koseri	163
HPanc5-d29	HAMBI-1292	Morganella	morganii	63572
HPanc5-d29	HAMBI-1299	Kluyvera	intermedia	0
HPanc5-d29	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc5-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPanc5-d29	HAMBI-1923	Myroides	odoratus	5
HPanc5-d29	HAMBI-1972	Aeromonas	caviae	541
HPanc5-d29	HAMBI-1977	Pseudomonas	chlororaphis	78495
HPanc5-d29	HAMBI-1988	Chitinophaga	sancti	0
HPanc5-d29	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc5-d29	HAMBI-2160	Bordetella	avium	0
HPanc5-d29	HAMBI-2164	Cupriavidus	necator	0
HPanc5-d29	HAMBI-2443	Paracoccus	denitrificans	0
HPanc5-d29	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc5-d29	HAMBI-2659	Stenotrophomonas	maltophilia	209
HPanc5-d29	HAMBI-2792	Moraxella	canis	0
HPanc5-d29	HAMBI-3031	Niabella	yanshanensis	0
HPanc5-d29	HAMBI-3237	Microvirga	lotononidis	0
HPanc5-d45	HAMBI-0006	Pseudomonas	putida	0
HPanc5-d45	HAMBI-0097	Acinetobacter	lwoffii	0
HPanc5-d45	HAMBI-0105	Agrobacterium	tumefaciens	0
HPanc5-d45	HAMBI-0262	Brevundimonas	bullata	0
HPanc5-d45	HAMBI-0403	Comamonas	testosteroni	420
HPanc5-d45	HAMBI-1279	Hafnia	alvei	0
HPanc5-d45	HAMBI-1287	Citrobacter	koseri	441
HPanc5-d45	HAMBI-1292	Morganella	morganii	18683
HPanc5-d45	HAMBI-1299	Kluyvera	intermedia	0
HPanc5-d45	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc5-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPanc5-d45	HAMBI-1923	Myroides	odoratus	598
HPanc5-d45	HAMBI-1972	Aeromonas	caviae	30
HPanc5-d45	HAMBI-1977	Pseudomonas	chlororaphis	3702
HPanc5-d45	HAMBI-1988	Chitinophaga	sancti	0
HPanc5-d45	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc5-d45	HAMBI-2160	Bordetella	avium	0
HPanc5-d45	HAMBI-2164	Cupriavidus	necator	0
HPanc5-d45	HAMBI-2443	Paracoccus	denitrificans	0
HPanc5-d45	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc5-d45	HAMBI-2659	Stenotrophomonas	maltophilia	2431
HPanc5-d45	HAMBI-2792	Moraxella	canis	0
HPanc5-d45	HAMBI-3031	Niabella	yanshanensis	0
HPanc5-d45	HAMBI-3237	Microvirga	lotononidis	0
HPanc5-d5	HAMBI-0006	Pseudomonas	putida	3489
HPanc5-d5	HAMBI-0097	Acinetobacter	lwoffii	0
HPanc5-d5	HAMBI-0105	Agrobacterium	tumefaciens	4917
HPanc5-d5	HAMBI-0262	Brevundimonas	bullata	0
HPanc5-d5	HAMBI-0403	Comamonas	testosteroni	1935
HPanc5-d5	HAMBI-1279	Hafnia	alvei	1406
HPanc5-d5	HAMBI-1287	Citrobacter	koseri	2027
HPanc5-d5	HAMBI-1292	Morganella	morganii	1173
HPanc5-d5	HAMBI-1299	Kluyvera	intermedia	262
HPanc5-d5	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc5-d5	HAMBI-1896	Sphingobacterium	spiritivorum	2022
HPanc5-d5	HAMBI-1923	Myroides	odoratus	6862
HPanc5-d5	HAMBI-1972	Aeromonas	caviae	337
HPanc5-d5	HAMBI-1977	Pseudomonas	chlororaphis	8362
HPanc5-d5	HAMBI-1988	Chitinophaga	sancti	0
HPanc5-d5	HAMBI-2159	Paraburkholderia	caryophylli	10
HPanc5-d5	HAMBI-2160	Bordetella	avium	8
HPanc5-d5	HAMBI-2164	Cupriavidus	necator	0
HPanc5-d5	HAMBI-2443	Paracoccus	denitrificans	0
HPanc5-d5	HAMBI-2494	Paraburkholderia	kururiensis	15
HPanc5-d5	HAMBI-2659	Stenotrophomonas	maltophilia	11168
HPanc5-d5	HAMBI-2792	Moraxella	canis	0
HPanc5-d5	HAMBI-3031	Niabella	yanshanensis	0
HPanc5-d5	HAMBI-3237	Microvirga	lotononidis	0
HPanc5-d61	HAMBI-0006	Pseudomonas	putida	0
HPanc5-d61	HAMBI-0097	Acinetobacter	lwoffii	0
HPanc5-d61	HAMBI-0105	Agrobacterium	tumefaciens	0
HPanc5-d61	HAMBI-0262	Brevundimonas	bullata	0
HPanc5-d61	HAMBI-0403	Comamonas	testosteroni	577
HPanc5-d61	HAMBI-1279	Hafnia	alvei	0
HPanc5-d61	HAMBI-1287	Citrobacter	koseri	1073
HPanc5-d61	HAMBI-1292	Morganella	morganii	97118
HPanc5-d61	HAMBI-1299	Kluyvera	intermedia	0
HPanc5-d61	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc5-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPanc5-d61	HAMBI-1923	Myroides	odoratus	7325
HPanc5-d61	HAMBI-1972	Aeromonas	caviae	349
HPanc5-d61	HAMBI-1977	Pseudomonas	chlororaphis	35593
HPanc5-d61	HAMBI-1988	Chitinophaga	sancti	0
HPanc5-d61	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc5-d61	HAMBI-2160	Bordetella	avium	0
HPanc5-d61	HAMBI-2164	Cupriavidus	necator	0
HPanc5-d61	HAMBI-2443	Paracoccus	denitrificans	0
HPanc5-d61	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc5-d61	HAMBI-2659	Stenotrophomonas	maltophilia	15908
HPanc5-d61	HAMBI-2792	Moraxella	canis	0
HPanc5-d61	HAMBI-3031	Niabella	yanshanensis	0
HPanc5-d61	HAMBI-3237	Microvirga	lotononidis	0
HPanc5-d9	HAMBI-0006	Pseudomonas	putida	73
HPanc5-d9	HAMBI-0097	Acinetobacter	lwoffii	0
HPanc5-d9	HAMBI-0105	Agrobacterium	tumefaciens	861
HPanc5-d9	HAMBI-0262	Brevundimonas	bullata	0
HPanc5-d9	HAMBI-0403	Comamonas	testosteroni	925
HPanc5-d9	HAMBI-1279	Hafnia	alvei	786
HPanc5-d9	HAMBI-1287	Citrobacter	koseri	1069
HPanc5-d9	HAMBI-1292	Morganella	morganii	5559
HPanc5-d9	HAMBI-1299	Kluyvera	intermedia	31
HPanc5-d9	HAMBI-1842	Sphingobium	yanoikuyae	0
HPanc5-d9	HAMBI-1896	Sphingobacterium	spiritivorum	37
HPanc5-d9	HAMBI-1923	Myroides	odoratus	2126
HPanc5-d9	HAMBI-1972	Aeromonas	caviae	292
HPanc5-d9	HAMBI-1977	Pseudomonas	chlororaphis	5159
HPanc5-d9	HAMBI-1988	Chitinophaga	sancti	0
HPanc5-d9	HAMBI-2159	Paraburkholderia	caryophylli	0
HPanc5-d9	HAMBI-2160	Bordetella	avium	0
HPanc5-d9	HAMBI-2164	Cupriavidus	necator	0
HPanc5-d9	HAMBI-2443	Paracoccus	denitrificans	0
HPanc5-d9	HAMBI-2494	Paraburkholderia	kururiensis	0
HPanc5-d9	HAMBI-2659	Stenotrophomonas	maltophilia	3898
HPanc5-d9	HAMBI-2792	Moraxella	canis	0
HPanc5-d9	HAMBI-3031	Niabella	yanshanensis	0
HPanc5-d9	HAMBI-3237	Microvirga	lotononidis	0
HPevo2-d13	HAMBI-0006	Pseudomonas	putida	4
HPevo2-d13	HAMBI-0097	Acinetobacter	lwoffii	1
HPevo2-d13	HAMBI-0105	Agrobacterium	tumefaciens	3
HPevo2-d13	HAMBI-0262	Brevundimonas	bullata	0
HPevo2-d13	HAMBI-0403	Comamonas	testosteroni	64
HPevo2-d13	HAMBI-1279	Hafnia	alvei	118
HPevo2-d13	HAMBI-1287	Citrobacter	koseri	1197
HPevo2-d13	HAMBI-1292	Morganella	morganii	5336
HPevo2-d13	HAMBI-1299	Kluyvera	intermedia	3
HPevo2-d13	HAMBI-1842	Sphingobium	yanoikuyae	0
HPevo2-d13	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPevo2-d13	HAMBI-1923	Myroides	odoratus	331
HPevo2-d13	HAMBI-1972	Aeromonas	caviae	37
HPevo2-d13	HAMBI-1977	Pseudomonas	chlororaphis	2863
HPevo2-d13	HAMBI-1988	Chitinophaga	sancti	0
HPevo2-d13	HAMBI-2159	Paraburkholderia	caryophylli	0
HPevo2-d13	HAMBI-2160	Bordetella	avium	0
HPevo2-d13	HAMBI-2164	Cupriavidus	necator	0
HPevo2-d13	HAMBI-2443	Paracoccus	denitrificans	0
HPevo2-d13	HAMBI-2494	Paraburkholderia	kururiensis	0
HPevo2-d13	HAMBI-2659	Stenotrophomonas	maltophilia	1668
HPevo2-d13	HAMBI-2792	Moraxella	canis	0
HPevo2-d13	HAMBI-3031	Niabella	yanshanensis	0
HPevo2-d13	HAMBI-3237	Microvirga	lotononidis	0
HPevo2-d17	HAMBI-0006	Pseudomonas	putida	0
HPevo2-d17	HAMBI-0097	Acinetobacter	lwoffii	0
HPevo2-d17	HAMBI-0105	Agrobacterium	tumefaciens	0
HPevo2-d17	HAMBI-0262	Brevundimonas	bullata	0
HPevo2-d17	HAMBI-0403	Comamonas	testosteroni	1771
HPevo2-d17	HAMBI-1279	Hafnia	alvei	0
HPevo2-d17	HAMBI-1287	Citrobacter	koseri	621
HPevo2-d17	HAMBI-1292	Morganella	morganii	15977
HPevo2-d17	HAMBI-1299	Kluyvera	intermedia	0
HPevo2-d17	HAMBI-1842	Sphingobium	yanoikuyae	0
HPevo2-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPevo2-d17	HAMBI-1923	Myroides	odoratus	4203
HPevo2-d17	HAMBI-1972	Aeromonas	caviae	1412
HPevo2-d17	HAMBI-1977	Pseudomonas	chlororaphis	10486
HPevo2-d17	HAMBI-1988	Chitinophaga	sancti	0
HPevo2-d17	HAMBI-2159	Paraburkholderia	caryophylli	0
HPevo2-d17	HAMBI-2160	Bordetella	avium	0
HPevo2-d17	HAMBI-2164	Cupriavidus	necator	0
HPevo2-d17	HAMBI-2443	Paracoccus	denitrificans	0
HPevo2-d17	HAMBI-2494	Paraburkholderia	kururiensis	0
HPevo2-d17	HAMBI-2659	Stenotrophomonas	maltophilia	22789
HPevo2-d17	HAMBI-2792	Moraxella	canis	0
HPevo2-d17	HAMBI-3031	Niabella	yanshanensis	0
HPevo2-d17	HAMBI-3237	Microvirga	lotononidis	0
HPevo2-d21	HAMBI-0006	Pseudomonas	putida	0
HPevo2-d21	HAMBI-0097	Acinetobacter	lwoffii	0
HPevo2-d21	HAMBI-0105	Agrobacterium	tumefaciens	5
HPevo2-d21	HAMBI-0262	Brevundimonas	bullata	0
HPevo2-d21	HAMBI-0403	Comamonas	testosteroni	211
HPevo2-d21	HAMBI-1279	Hafnia	alvei	0
HPevo2-d21	HAMBI-1287	Citrobacter	koseri	109
HPevo2-d21	HAMBI-1292	Morganella	morganii	4113
HPevo2-d21	HAMBI-1299	Kluyvera	intermedia	0
HPevo2-d21	HAMBI-1842	Sphingobium	yanoikuyae	0
HPevo2-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPevo2-d21	HAMBI-1923	Myroides	odoratus	803
HPevo2-d21	HAMBI-1972	Aeromonas	caviae	65
HPevo2-d21	HAMBI-1977	Pseudomonas	chlororaphis	2087
HPevo2-d21	HAMBI-1988	Chitinophaga	sancti	0
HPevo2-d21	HAMBI-2159	Paraburkholderia	caryophylli	0
HPevo2-d21	HAMBI-2160	Bordetella	avium	0
HPevo2-d21	HAMBI-2164	Cupriavidus	necator	0
HPevo2-d21	HAMBI-2443	Paracoccus	denitrificans	0
HPevo2-d21	HAMBI-2494	Paraburkholderia	kururiensis	0
HPevo2-d21	HAMBI-2659	Stenotrophomonas	maltophilia	3789
HPevo2-d21	HAMBI-2792	Moraxella	canis	0
HPevo2-d21	HAMBI-3031	Niabella	yanshanensis	0
HPevo2-d21	HAMBI-3237	Microvirga	lotononidis	0
HPevo2-d29	HAMBI-0006	Pseudomonas	putida	94
HPevo2-d29	HAMBI-0097	Acinetobacter	lwoffii	0
HPevo2-d29	HAMBI-0105	Agrobacterium	tumefaciens	379
HPevo2-d29	HAMBI-0262	Brevundimonas	bullata	0
HPevo2-d29	HAMBI-0403	Comamonas	testosteroni	2310
HPevo2-d29	HAMBI-1279	Hafnia	alvei	35
HPevo2-d29	HAMBI-1287	Citrobacter	koseri	1015
HPevo2-d29	HAMBI-1292	Morganella	morganii	15205
HPevo2-d29	HAMBI-1299	Kluyvera	intermedia	0
HPevo2-d29	HAMBI-1842	Sphingobium	yanoikuyae	1
HPevo2-d29	HAMBI-1896	Sphingobacterium	spiritivorum	3
HPevo2-d29	HAMBI-1923	Myroides	odoratus	2936
HPevo2-d29	HAMBI-1972	Aeromonas	caviae	596
HPevo2-d29	HAMBI-1977	Pseudomonas	chlororaphis	10175
HPevo2-d29	HAMBI-1988	Chitinophaga	sancti	0
HPevo2-d29	HAMBI-2159	Paraburkholderia	caryophylli	0
HPevo2-d29	HAMBI-2160	Bordetella	avium	10
HPevo2-d29	HAMBI-2164	Cupriavidus	necator	0
HPevo2-d29	HAMBI-2443	Paracoccus	denitrificans	0
HPevo2-d29	HAMBI-2494	Paraburkholderia	kururiensis	0
HPevo2-d29	HAMBI-2659	Stenotrophomonas	maltophilia	15886
HPevo2-d29	HAMBI-2792	Moraxella	canis	0
HPevo2-d29	HAMBI-3031	Niabella	yanshanensis	0
HPevo2-d29	HAMBI-3237	Microvirga	lotononidis	0
HPevo2-d45	HAMBI-0006	Pseudomonas	putida	0
HPevo2-d45	HAMBI-0097	Acinetobacter	lwoffii	0
HPevo2-d45	HAMBI-0105	Agrobacterium	tumefaciens	0
HPevo2-d45	HAMBI-0262	Brevundimonas	bullata	0
HPevo2-d45	HAMBI-0403	Comamonas	testosteroni	1198
HPevo2-d45	HAMBI-1279	Hafnia	alvei	0
HPevo2-d45	HAMBI-1287	Citrobacter	koseri	1598
HPevo2-d45	HAMBI-1292	Morganella	morganii	27090
HPevo2-d45	HAMBI-1299	Kluyvera	intermedia	0
HPevo2-d45	HAMBI-1842	Sphingobium	yanoikuyae	0
HPevo2-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0
HPevo2-d45	HAMBI-1923	Myroides	odoratus	2237
HPevo2-d45	HAMBI-1972	Aeromonas	caviae	24
HPevo2-d45	HAMBI-1977	Pseudomonas	chlororaphis	3919
HPevo2-d45	HAMBI-1988	Chitinophaga	sancti	0
HPevo2-d45	HAMBI-2159	Paraburkholderia	caryophylli	0
HPevo2-d45	HAMBI-2160	Bordetella	avium	0
HPevo2-d45	HAMBI-2164	Cupriavidus	necator	0
HPevo2-d45	HAMBI-2443	Paracoccus	denitrificans	0
HPevo2-d45	HAMBI-2494	Paraburkholderia	kururiensis	0
HPevo2-d45	HAMBI-2659	Stenotrophomonas	maltophilia	11712
HPevo2-d45	HAMBI-2792	Moraxella	canis	0
HPevo2-d45	HAMBI-3031	Niabella	yanshanensis	0
HPevo2-d45	HAMBI-3237	Microvirga	lotononidis	0
HPevo2-d5	HAMBI-0006	Pseudomonas	putida	1660
HPevo2-d5	HAMBI-0097	Acinetobacter	lwoffii	0
HPevo2-d5	HAMBI-0105	Agrobacterium	tumefaciens	320
HPevo2-d5	HAMBI-0262	Brevundimonas	bullata	0
HPevo2-d5	HAMBI-0403	Comamonas	testosteroni	163
HPevo2-d5	HAMBI-1279	Hafnia	alvei	1411
